species_common_name,species_scientific_name,species_slug,species_rank,sample_index,audio_event_id,recording_id,score,quality_score,diel_bin,season,sample_local_date,event_start_s,event_end_s,pre_buffer_s,post_buffer_s,crop_full_duration_s,sample_low_hz,sample_high_hz,review_verdict,item_dir,crop_full_wav,crop_bandpass_wav,mel_full_png,mel_bandpass_png,metadata_json,review_json,source_audio_resolved,source_resolution_kind,listen_url,library_url
Red-browed Firetail,Neochmia temporalis,red_browed_firetail,51,3,7247661,5321,0.786300,0.786300,dawn,winter,2019-08-21,2028.0000,2031.0000,0.25,0.35,3.5759,2500,10000,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/003_audioevent_7247661,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/003_audioevent_7247661/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/003_audioevent_7247661/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/003_audioevent_7247661/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/003_audioevent_7247661/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/003_audioevent_7247661/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/003_audioevent_7247661/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/red_browed_firetail/samples/003_audioevent_7247661/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/5321?start=2010&end=2040,https://data.acousticobservatory.org/library/5321/audio_events/7247661
Red-browed Firetail,Neochmia temporalis,red_browed_firetail,51,4,13181229,1535782,0.744300,0.744300,dawn,winter,2024-08-11,6339.0000,6342.0000,0.25,0.35,3.5759,2500,10000,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/004_audioevent_13181229,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/004_audioevent_13181229/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/004_audioevent_13181229/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/004_audioevent_13181229/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/004_audioevent_13181229/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/004_audioevent_13181229/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/004_audioevent_13181229/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/red_browed_firetail/samples/004_audioevent_13181229/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/1535782?start=6330&end=6360,https://data.acousticobservatory.org/library/1535782/audio_events/13181229
Red-browed Firetail,Neochmia temporalis,red_browed_firetail,51,5,18541736,1682117,0.716400,0.716400,afternoon,summer,2025-01-15,1473.0000,1476.0000,0.25,0.35,3.5759,2500,10000,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/005_audioevent_18541736,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/005_audioevent_18541736/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/005_audioevent_18541736/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/005_audioevent_18541736/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/005_audioevent_18541736/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/005_audioevent_18541736/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/005_audioevent_18541736/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/red_browed_firetail/samples/005_audioevent_18541736/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/1682117?start=1470&end=1500,https://data.acousticobservatory.org/library/1682117/audio_events/18541736
Red-browed Firetail,Neochmia temporalis,red_browed_firetail,51,6,13181219,1535782,0.714700,0.714700,dawn,winter,2024-08-11,6114.0000,6117.0000,0.25,0.35,3.5759,2500,10000,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/006_audioevent_13181219,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/006_audioevent_13181219/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/006_audioevent_13181219/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/006_audioevent_13181219/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/006_audioevent_13181219/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/006_audioevent_13181219/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/006_audioevent_13181219/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/red_browed_firetail/samples/006_audioevent_13181219/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/1535782?start=6090&end=6120,https://data.acousticobservatory.org/library/1535782/audio_events/13181219
Red-browed Firetail,Neochmia temporalis,red_browed_firetail,51,7,16248600,5391,0.694600,0.694600,dawn,winter,2019-08-30,3126.0000,3129.0000,0.25,0.35,3.5759,2500,10000,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/007_audioevent_16248600,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/007_audioevent_16248600/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/007_audioevent_16248600/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/007_audioevent_16248600/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/007_audioevent_16248600/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/007_audioevent_16248600/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/007_audioevent_16248600/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/red_browed_firetail/samples/007_audioevent_16248600/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/5391?start=3120&end=3150,https://data.acousticobservatory.org/library/5391/audio_events/16248600
Red-browed Firetail,Neochmia temporalis,red_browed_firetail,51,8,13181226,1535782,0.662400,0.662400,dawn,winter,2024-08-11,6234.0000,6237.0000,0.25,0.35,3.5991,2500,10000,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/008_audioevent_13181226,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/008_audioevent_13181226/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/008_audioevent_13181226/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/008_audioevent_13181226/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/008_audioevent_13181226/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/008_audioevent_13181226/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/008_audioevent_13181226/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/red_browed_firetail/samples/008_audioevent_13181226/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/1535782?start=6210&end=6240,https://data.acousticobservatory.org/library/1535782/audio_events/13181226
Red-browed Firetail,Neochmia temporalis,red_browed_firetail,51,9,17958207,5126,0.640500,0.640500,dawn,spring,2019-09-19,6717.0000,6720.0000,0.25,0.35,3.5759,2500,10000,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/009_audioevent_17958207,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/009_audioevent_17958207/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/009_audioevent_17958207/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/009_audioevent_17958207/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/009_audioevent_17958207/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/009_audioevent_17958207/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/009_audioevent_17958207/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/red_browed_firetail/samples/009_audioevent_17958207/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/5126?start=6690&end=6720,https://data.acousticobservatory.org/library/5126/audio_events/17958207
Red-browed Firetail,Neochmia temporalis,red_browed_firetail,51,10,16248641,5391,0.618100,0.618100,dawn,winter,2019-08-30,5979.0000,5985.0000,0.25,0.35,6.5945,2500,10000,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/010_audioevent_16248641,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/010_audioevent_16248641/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/010_audioevent_16248641/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/010_audioevent_16248641/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/010_audioevent_16248641/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/010_audioevent_16248641/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_firetail/samples/010_audioevent_16248641/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/red_browed_firetail/samples/010_audioevent_16248641/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/5391?start=5970&end=6000,https://data.acousticobservatory.org/library/5391/audio_events/16248641
Red-browed Pardalote,Pardalotus rubricatus,red_browed_pardalote,56,1,5804663,1534200,0.840600,0.840600,morning,spring,2024-09-15,2211.0000,2214.0000,0.25,0.35,3.5875,2500,10000,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/001_audioevent_5804663,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/001_audioevent_5804663/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/001_audioevent_5804663/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/001_audioevent_5804663/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/001_audioevent_5804663/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/001_audioevent_5804663/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/001_audioevent_5804663/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/red_browed_pardalote/samples/001_audioevent_5804663/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/1534200?start=2190&end=2220,https://data.acousticobservatory.org/library/1534200/audio_events/5804663
Red-browed Pardalote,Pardalotus rubricatus,red_browed_pardalote,56,2,23611250,1668854,0.804200,0.804200,dawn,spring,2024-11-25,7014.0000,7017.0000,0.25,0.35,3.5759,2500,10000,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/002_audioevent_23611250,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/002_audioevent_23611250/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/002_audioevent_23611250/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/002_audioevent_23611250/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/002_audioevent_23611250/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/002_audioevent_23611250/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/002_audioevent_23611250/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/red_browed_pardalote/samples/002_audioevent_23611250/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/1668854?start=6990&end=7020,https://data.acousticobservatory.org/library/1668854/audio_events/23611250
Red-browed Pardalote,Pardalotus rubricatus,red_browed_pardalote,56,3,20252450,1313669,0.742700,0.742700,morning,autumn,2023-04-30,5529.0000,5532.0000,0.25,0.35,3.5759,2500,10000,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/003_audioevent_20252450,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/003_audioevent_20252450/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/003_audioevent_20252450/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/003_audioevent_20252450/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/003_audioevent_20252450/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/003_audioevent_20252450/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/003_audioevent_20252450/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/red_browed_pardalote/samples/003_audioevent_20252450/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/1313669?start=5520&end=5550,https://data.acousticobservatory.org/library/1313669/audio_events/20252450
Red-browed Pardalote,Pardalotus rubricatus,red_browed_pardalote,56,4,22655155,1539550,0.741300,0.741300,afternoon,winter,2024-07-11,1257.0000,1260.0000,0.25,0.35,3.5759,2500,10000,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/004_audioevent_22655155,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/004_audioevent_22655155/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/004_audioevent_22655155/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/004_audioevent_22655155/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/004_audioevent_22655155/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/004_audioevent_22655155/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/004_audioevent_22655155/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/red_browed_pardalote/samples/004_audioevent_22655155/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/1539550?start=1230&end=1260,https://data.acousticobservatory.org/library/1539550/audio_events/22655155
Red-browed Pardalote,Pardalotus rubricatus,red_browed_pardalote,56,5,11494433,216019,0.713900,0.713900,dawn,summer,2020-02-25,7173.0000,7176.0000,0.25,0.35,3.5759,2500,10000,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/005_audioevent_11494433,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/005_audioevent_11494433/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/005_audioevent_11494433/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/005_audioevent_11494433/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/005_audioevent_11494433/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/005_audioevent_11494433/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/005_audioevent_11494433/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/red_browed_pardalote/samples/005_audioevent_11494433/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/216019?start=7170&end=7200,https://data.acousticobservatory.org/library/216019/audio_events/11494433
Red-browed Pardalote,Pardalotus rubricatus,red_browed_pardalote,56,6,9143925,5025,0.703200,0.703200,afternoon,winter,2019-08-13,537.0000,540.0000,0.25,0.35,3.5759,2500,10000,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/006_audioevent_9143925,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/006_audioevent_9143925/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/006_audioevent_9143925/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/006_audioevent_9143925/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/006_audioevent_9143925/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/006_audioevent_9143925/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/red_browed_pardalote/samples/006_audioevent_9143925/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/red_browed_pardalote/samples/006_audioevent_9143925/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/5025?start=510&end=540,https://data.acousticobservatory.org/library/5025/audio_events/9143925
