species_common_name,species_scientific_name,species_slug,species_rank,sample_index,audio_event_id,recording_id,score,quality_score,diel_bin,season,sample_local_date,event_start_s,event_end_s,pre_buffer_s,post_buffer_s,crop_full_duration_s,sample_low_hz,sample_high_hz,review_verdict,item_dir,crop_full_wav,crop_bandpass_wav,mel_full_png,mel_bandpass_png,metadata_json,review_json,source_audio_resolved,source_resolution_kind,listen_url,library_url
Common Bronzewing,Phaps chalcoptera,common_bronzewing,26,14,16248570,5391,0.888700,0.888700,dawn,winter,2019-08-30,1920.0000,1923.0000,0.25,0.35,3.5759,700,6500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/014_audioevent_16248570,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/014_audioevent_16248570/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/014_audioevent_16248570/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/014_audioevent_16248570/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/014_audioevent_16248570/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/014_audioevent_16248570/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/014_audioevent_16248570/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/016_audioevent_16248570/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/5391?start=1920&end=1950,https://data.acousticobservatory.org/library/5391/audio_events/16248570
Common Bronzewing,Phaps chalcoptera,common_bronzewing,26,15,23939600,5455,0.888500,0.888500,dawn,spring,2019-09-08,3594.0000,3597.0000,0.25,0.35,3.5759,700,6500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/015_audioevent_23939600,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/015_audioevent_23939600/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/015_audioevent_23939600/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/015_audioevent_23939600/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/015_audioevent_23939600/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/015_audioevent_23939600/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/015_audioevent_23939600/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/017_audioevent_23939600/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/5455?start=3570&end=3600,https://data.acousticobservatory.org/library/5455/audio_events/23939600
Common Bronzewing,Phaps chalcoptera,common_bronzewing,26,16,5481666,5167,0.888300,0.888300,dawn,spring,2019-09-16,6534.0000,6540.0000,0.25,0.35,6.5945,700,6500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/016_audioevent_5481666,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/016_audioevent_5481666/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/016_audioevent_5481666/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/016_audioevent_5481666/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/016_audioevent_5481666/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/016_audioevent_5481666/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/016_audioevent_5481666/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/018_audioevent_5481666/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/5167?start=6510&end=6540,https://data.acousticobservatory.org/library/5167/audio_events/5481666
Common Bronzewing,Phaps chalcoptera,common_bronzewing,26,17,5481692,5167,0.886600,0.886600,dawn,spring,2019-09-16,6948.0000,6951.0000,0.25,0.35,3.5643,700,6500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/017_audioevent_5481692,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/017_audioevent_5481692/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/017_audioevent_5481692/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/017_audioevent_5481692/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/017_audioevent_5481692/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/017_audioevent_5481692/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/017_audioevent_5481692/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/019_audioevent_5481692/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/5167?start=6930&end=6960,https://data.acousticobservatory.org/library/5167/audio_events/5481692
Common Bronzewing,Phaps chalcoptera,common_bronzewing,26,18,3312072,215012,0.873400,0.873400,dawn,summer,2019-12-03,387.0000,390.0000,0.25,0.35,3.5759,700,6500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/018_audioevent_3312072,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/018_audioevent_3312072/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/018_audioevent_3312072/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/018_audioevent_3312072/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/018_audioevent_3312072/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/018_audioevent_3312072/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/018_audioevent_3312072/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/021_audioevent_3312072/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/215012?start=360&end=390,https://data.acousticobservatory.org/library/215012/audio_events/3312072
Common Bronzewing,Phaps chalcoptera,common_bronzewing,26,19,9458545,5309,0.868600,0.868600,night,spring,2019-09-15,1704.0000,1707.0000,0.25,0.35,3.5759,700,6500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/019_audioevent_9458545,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/019_audioevent_9458545/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/019_audioevent_9458545/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/019_audioevent_9458545/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/019_audioevent_9458545/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/019_audioevent_9458545/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/019_audioevent_9458545/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/022_audioevent_9458545/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/5309?start=1680&end=1710,https://data.acousticobservatory.org/library/5309/audio_events/9458545
Common Bronzewing,Phaps chalcoptera,common_bronzewing,26,20,16248573,5391,0.868100,0.868100,dawn,winter,2019-08-30,1983.0000,1986.0000,0.25,0.35,3.5759,700,6500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/020_audioevent_16248573,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/020_audioevent_16248573/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/020_audioevent_16248573/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/020_audioevent_16248573/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/020_audioevent_16248573/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/020_audioevent_16248573/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/020_audioevent_16248573/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/023_audioevent_16248573/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/5391?start=1980&end=2010,https://data.acousticobservatory.org/library/5391/audio_events/16248573
Common Bronzewing,Phaps chalcoptera,common_bronzewing,26,21,17064943,1539493,0.867500,0.867500,dawn,winter,2024-06-27,3294.0000,3297.0000,0.25,0.35,3.5991,700,6500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/021_audioevent_17064943,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/021_audioevent_17064943/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/021_audioevent_17064943/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/021_audioevent_17064943/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/021_audioevent_17064943/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/021_audioevent_17064943/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/021_audioevent_17064943/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/024_audioevent_17064943/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/1539493?start=3270&end=3300,https://data.acousticobservatory.org/library/1539493/audio_events/17064943
Common Bronzewing,Phaps chalcoptera,common_bronzewing,26,22,16502324,1680133,0.864000,0.864000,dawn,autumn,2025-04-04,5316.0000,5319.0000,0.25,0.35,3.5759,700,6500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/022_audioevent_16502324,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/022_audioevent_16502324/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/022_audioevent_16502324/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/022_audioevent_16502324/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/022_audioevent_16502324/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/022_audioevent_16502324/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/022_audioevent_16502324/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/025_audioevent_16502324/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/1680133?start=5310&end=5340,https://data.acousticobservatory.org/library/1680133/audio_events/16502324
Common Bronzewing,Phaps chalcoptera,common_bronzewing,26,23,3632541,5316,0.856100,0.856100,night,winter,2019-08-21,678.0000,681.0000,0.25,0.35,3.5759,700,6500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/023_audioevent_3632541,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/023_audioevent_3632541/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/023_audioevent_3632541/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/023_audioevent_3632541/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/023_audioevent_3632541/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/023_audioevent_3632541/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/023_audioevent_3632541/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/027_audioevent_3632541/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/5316?start=660&end=690,https://data.acousticobservatory.org/library/5316/audio_events/3632541
Common Bronzewing,Phaps chalcoptera,common_bronzewing,26,24,2131399,5175,0.850600,0.850600,night,spring,2019-09-16,1344.0000,1347.0000,0.25,0.35,3.5759,700,6500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/024_audioevent_2131399,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/024_audioevent_2131399/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/024_audioevent_2131399/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/024_audioevent_2131399/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/024_audioevent_2131399/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/024_audioevent_2131399/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/024_audioevent_2131399/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/028_audioevent_2131399/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/5175?start=1320&end=1350,https://data.acousticobservatory.org/library/5175/audio_events/2131399
Common Bronzewing,Phaps chalcoptera,common_bronzewing,26,25,13781547,5342,0.850100,0.850100,night,spring,2019-09-02,900.0000,903.0000,0.25,0.35,3.5759,700,6500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/025_audioevent_13781547,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/025_audioevent_13781547/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/025_audioevent_13781547/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/025_audioevent_13781547/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/025_audioevent_13781547/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/025_audioevent_13781547/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/025_audioevent_13781547/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/029_audioevent_13781547/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/5342?start=900&end=930,https://data.acousticobservatory.org/library/5342/audio_events/13781547
Common Bronzewing,Phaps chalcoptera,common_bronzewing,26,26,2131397,5175,0.845600,0.845600,night,spring,2019-09-16,1284.0000,1287.0000,0.25,0.35,3.5759,700,6500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/026_audioevent_2131397,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/026_audioevent_2131397/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/026_audioevent_2131397/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/026_audioevent_2131397/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/026_audioevent_2131397/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/026_audioevent_2131397/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/026_audioevent_2131397/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/030_audioevent_2131397/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/5175?start=1260&end=1290,https://data.acousticobservatory.org/library/5175/audio_events/2131397
Common Bronzewing,Phaps chalcoptera,common_bronzewing,26,27,3312076,215012,0.839900,0.839900,dawn,summer,2019-12-03,636.0000,639.0000,0.25,0.35,3.5759,700,6500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/027_audioevent_3312076,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/027_audioevent_3312076/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/027_audioevent_3312076/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/027_audioevent_3312076/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/027_audioevent_3312076/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/027_audioevent_3312076/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/027_audioevent_3312076/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/031_audioevent_3312076/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/215012?start=630&end=660,https://data.acousticobservatory.org/library/215012/audio_events/3312076
Common Bronzewing,Phaps chalcoptera,common_bronzewing,26,28,5481711,5167,0.838100,0.838100,dawn,spring,2019-09-16,7164.0000,7170.0000,0.25,0.35,6.5945,700,6500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/028_audioevent_5481711,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/028_audioevent_5481711/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/028_audioevent_5481711/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/028_audioevent_5481711/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/028_audioevent_5481711/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/028_audioevent_5481711/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/common_bronzewing/samples/028_audioevent_5481711/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/common_bronzewing/samples/033_audioevent_5481711/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/5167?start=7140&end=7170,https://data.acousticobservatory.org/library/5167/audio_events/5481711
