frequency_hz,mean_psd_db,std_psd_db
1205.859375,-63.28965759277344,9.12871265411377
1216.6259765625,-63.46976852416992,9.084257125854492
1227.392578125,-63.55018997192383,9.120898246765137
1238.1591796875,-63.63555908203125,9.19823932647705
1248.92578125,-63.77327346801758,9.172584533691406
1259.6923828125,-63.96017837524414,9.156194686889648
1270.458984375,-64.17053985595703,9.127638816833496
1281.2255859375,-64.29889678955078,9.159090995788574
1291.9921875,-64.40418243408203,9.108991622924805
1302.7587890625,-64.52054595947266,9.096515655517578
1313.525390625,-64.73307037353516,9.136625289916992
1324.2919921875,-65.11312103271484,9.034536361694336
1335.05859375,-65.46653747558594,9.022052764892578
1345.8251953125,-65.75067901611328,8.976189613342285
1356.591796875,-65.78575897216797,8.95815658569336
1367.3583984375,-65.76107025146484,8.949832916259766
1378.125,-65.69385528564453,9.045647621154785
1388.8916015625,-65.69050598144531,9.111580848693848
1399.658203125,-65.6325454711914,9.15610408782959
1410.4248046875,-65.59406280517578,9.269957542419434
1421.19140625,-65.62094116210938,9.313323974609375
1431.9580078125,-65.71376037597656,9.214958190917969
1442.724609375,-65.87551879882812,9.165525436401367
1453.4912109375,-65.90077209472656,9.179483413696289
1464.2578125,-65.866943359375,9.186420440673828
1475.0244140625,-65.8797836303711,9.130162239074707
1485.791015625,-65.96360778808594,9.07137393951416
1496.5576171875,-65.92755126953125,9.063124656677246
1507.32421875,-65.93135070800781,9.089929580688477
1518.0908203125,-65.86392211914062,9.096606254577637
1528.857421875,-65.65034484863281,9.16075325012207
1539.6240234375,-65.46107482910156,9.244562149047852
1550.390625,-65.42158508300781,9.33492660522461
1561.1572265625,-65.45870971679688,9.351944923400879
1571.923828125,-65.52005004882812,9.28793716430664
1582.6904296875,-65.49874877929688,9.164624214172363
1593.45703125,-65.5177993774414,9.121088027954102
1604.2236328125,-65.46414184570312,9.207088470458984
1614.990234375,-65.40730285644531,9.238100051879883
1625.7568359375,-65.40532684326172,9.187724113464355
1636.5234375,-65.44184112548828,9.18860912322998
1647.2900390625,-65.53005981445312,9.1493558883667
1658.056640625,-65.61132049560547,9.017315864562988
1668.8232421875,-65.70689392089844,9.008835792541504
1679.58984375,-65.71966552734375,8.984872817993164
1690.3564453125,-65.71825408935547,8.931938171386719
1701.123046875,-65.7509765625,8.983826637268066
1711.8896484375,-65.70613098144531,9.020349502563477
1722.65625,-65.7296371459961,9.004974365234375
1733.4228515625,-65.817626953125,8.890862464904785
1744.189453125,-65.7518081665039,8.857025146484375
1754.9560546875,-65.62638854980469,8.768989562988281
1765.72265625,-65.62692260742188,8.75539493560791
1776.4892578125,-65.62079620361328,8.830126762390137
1787.255859375,-65.50957489013672,8.86678695678711
1798.0224609375,-65.46273803710938,9.007752418518066
1808.7890625,-65.53168487548828,9.027878761291504
1819.5556640625,-65.59696960449219,8.962002754211426
1830.322265625,-65.66277313232422,8.890144348144531
1841.0888671875,-65.78298950195312,9.00572395324707
1851.85546875,-65.94149780273438,9.009918212890625
1862.6220703125,-65.9754638671875,9.004323959350586
1873.388671875,-66.05887603759766,9.116047859191895
1884.1552734375,-66.15211486816406,9.128795623779297
1894.921875,-66.22095489501953,9.192843437194824
1905.6884765625,-66.32169342041016,9.273366928100586
1916.455078125,-66.46188354492188,9.275035858154297
1927.2216796875,-66.45750427246094,9.211977005004883
1937.98828125,-66.39433288574219,9.19841480255127
1948.7548828125,-66.43846130371094,9.228134155273438
1959.521484375,-66.45529174804688,9.285362243652344
1970.2880859375,-66.42373657226562,9.309873580932617
1981.0546875,-66.4637680053711,9.3675537109375
1991.8212890625,-66.47046661376953,9.357192993164062
2002.587890625,-66.47091674804688,9.38518238067627
2013.3544921875,-66.53458404541016,9.409279823303223
2024.12109375,-66.64781188964844,9.482211112976074
2034.8876953125,-66.64588165283203,9.550017356872559
2045.654296875,-66.72650909423828,9.567464828491211
2056.4208984375,-66.68457794189453,9.650272369384766
2067.1875,-66.55679321289062,9.689029693603516
2077.9541015625,-66.48479461669922,9.705236434936523
2088.720703125,-66.50128936767578,9.72534465789795
2099.4873046875,-66.41873168945312,9.711774826049805
2110.25390625,-66.44878387451172,9.67684268951416
2121.0205078125,-66.36402130126953,9.562912940979004
2131.787109375,-66.30827331542969,9.508039474487305
2142.5537109375,-66.36712646484375,9.422996520996094
2153.3203125,-66.55361938476562,9.26724624633789
2164.0869140625,-66.60730743408203,9.251251220703125
2174.853515625,-66.64457702636719,9.39507007598877
2185.6201171875,-66.64131164550781,9.4191255569458
2196.38671875,-66.57284545898438,9.419791221618652
2207.1533203125,-66.64456176757812,9.378652572631836
2217.919921875,-66.66834259033203,9.413935661315918
2228.6865234375,-66.74966430664062,9.488027572631836
2239.453125,-66.81472778320312,9.364587783813477
2250.2197265625,-66.79917907714844,9.33688735961914
2260.986328125,-66.78559112548828,9.345144271850586
2271.7529296875,-66.79393768310547,9.404450416564941
2282.51953125,-66.77845001220703,9.454476356506348
2293.2861328125,-66.84534454345703,9.44726848602295
2304.052734375,-66.95574188232422,9.398763656616211
2314.8193359375,-67.01001739501953,9.350215911865234
2325.5859375,-66.98416900634766,9.3103666305542
2336.3525390625,-66.98731231689453,9.348154067993164
2347.119140625,-67.12293243408203,9.367446899414062
2357.8857421875,-67.19834899902344,9.254256248474121
2368.65234375,-67.13048553466797,9.255552291870117
2379.4189453125,-67.14633178710938,9.340270042419434
2390.185546875,-67.22105407714844,9.315460205078125
2400.9521484375,-67.16083526611328,9.317606925964355
2411.71875,-67.15068054199219,9.325302124023438
2422.4853515625,-67.19208526611328,9.35226821899414
2433.251953125,-67.17425537109375,9.335465431213379
2444.0185546875,-67.20277404785156,9.386090278625488
2454.78515625,-67.2109375,9.507963180541992
